isin,name,nse,bse,yahoo,industry_group,industry,price,mcap_cr
INE813A01018,Mahindra Life.,MAHLIFE,532313,MAHLIFE.NS,Realty,"Residential, Commercial Projects",379.8,8103.93
INE690A01028,TTK Prestige,TTKPRESTIG,517506,TTKPRESTIG.NS,Consumer Durables,Household Appliances,591.65,8103.62
INE03EI01018,Max Estates,MAXESTATES,544008,MAXESTATES.NS,Realty,"Residential, Commercial Projects",494.85,8094.01
INE666D01022,Borosil Renew.,BORORENEW,502219,BORORENEW.NS,Industrial Products,Glass - Industrial,549.4,8086.27
INE0V9Q01010,Sri Lotus,LOTUSDEV,544469,LOTUSDEV.NS,Realty,"Residential, Commercial Projects",164.81,8054.66
INE0KCE01017,Eureka Forbes,EUREKAFORB,543482,EUREKAFORB.NS,Consumer Durables,Household Appliances,415,8026.88
INE372C01037,Prec. Wires (I),PRECWIRE,523539,PRECWIRE.NS,Industrial Products,"Aluminium, Copper & Zinc Products",438.5,8016.13
INE945H01021,V2 Retail,V2RETAIL,532867,V2RETAIL.NS,Retailing,Speciality Retail,219.73,8012.18
INE284S01014,SJS Enterprises,SJS,543387,SJS.NS,Auto Components,Auto Components & Equipments,2497.4,7998.34
INE621H01010,Religare Enterp.,RELIGARE,532915,RELIGARE.NS,Finance,Investment Company,231.6,7984.03
INE0LMW01024,Cello World,CELLO,544012,CELLO.NS,Consumer Durables,Houseware,361.45,7983.89
INE276A01018,Garware Tech.,GARFIBRES,509557,GARFIBRES.NS,Textiles & Apparels,Other Textile Products,802.6,7967.08
INE099Z01011,Mishra Dhatu Nig,MIDHANI,541195,MIDHANI.NS,Aerospace & Defense,Aerospace & Defense,423.95,7942.28
INE211R01019,Power Mech Proj.,POWERMECH,539302,POWERMECH.NS,Construction,Civil Construction,2502.4,7911.66
INE517F01014,Guj Pipavav Port,GPPL,533248,GPPL.NS,Transport Infrastructure,Port & Port services,163.54,7906.18
INE640A01023,SKF India,SKFINDIA,500472,SKFINDIA.NS,Industrial Products,Abrasives & Bearings,1596.5,7892.77
INE473D01015,Kingfa Science,KINGFA,524019,KINGFA.NS,Industrial Products,Plastic Products - Industrial,5813.5,7878.1
INE221B01012,Dynamatic Tech.,DYNAMATECH,505242,DYNAMATECH.NS,Industrial Manufacturing,Industrial Products,11588,7869.92
INE460H01021,Star Cement,STARCEMENT,540575,STARCEMENT.NS,Cement & Cement Products,Cement & Cement Products,194.62,7866.16
INE495P01020,Mrs Bectors,BECTORFOOD,543253,BECTORFOOD.NS,Food Products,Packaged Foods,254.83,7823.04
INE254N01026,Hindustan Foods,HNDFDS,519126,HNDFDS.NS,Diversified FMCG,Diversified FMCG,644.8,7812.57
INE806T01020,Sapphire Foods,SAPPHIRE,543397,SAPPHIRE.NS,Leisure Services,Restaurants,242.34,7788.39
INE411F01010,Kama Holdings,KAMAHOLD,532468,KAMAHOLD.NS,Finance,Holding Company,2421.1,7769.45
INE679V01027,Aditya Vision,AVL,540205,AVL.NS,Retailing,Speciality Retail,601.35,7765.72
INE912T01018,Raghav Product.,RPEL,539837,RPEL.NS,Industrial Products,Electrodes & Refractories,1689.8,7759.89
INE743M01012,RHI Magnesita,RHIM,534076,RHIM.NS,Industrial Products,Electrodes & Refractories,375.25,7748.97
INE058A01010,Sanofi India,SANOFI,500674,SANOFI.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,3352.8,7721.5
INE294B01019,SML Mahindra,SMLMAH,505192,SMLMAH.NS,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles,5324,7703.83
INE560A01023,India Glycols,INDIAGLYCO,500201,INDIAGLYCO.NS,Beverages,Breweries & Distilleries,1146.5,7684.62
INE04TZ01018,Ethos,ETHOSLTD,543532,ETHOSLTD.NS,Consumer Durables,"Gems, Jewellery And Watches",2840.5,7600.52
INE0U3I01011,Unimech Aero.,UNIMECH,544322,UNIMECH.NS,Aerospace & Defense,Aerospace & Defense,1491.4,7591.52
INE483C01032,Tanla Platforms,TANLA,532790,TANLA.NS,IT - Software,Software Products,570.45,7566.11
INE739E01017,Cera Sanitary.,CERA,532443,CERA.NS,Consumer Durables,Sanitary Ware,5865.5,7565.05
INE16NZ01023,Orkla India,ORKLAINDIA,544595,ORKLAINDIA.NS,Food Products,Other Food Products,552.2,7564.55
INE0CU601026,GMR Urban,GMRP&UI,543490,GMRP&UI.NS,Power,Power Generation,96.58,7543.07
INE668F01031,Jyothy Labs,JYOTHYLAB,532926,JYOTHYLAB.NS,Household Products,Household Products,204.95,7526.06
INE545H01011,Technocraf.Inds.,TIIL,532804,TIIL.NS,Industrial Products,Iron & Steel Products,3318.8,7524.65
INE0HV901016,Le Travenues,IXIGO,544192,IXIGO.NS,Leisure Services,"Tour, Travel Related Services",170.3,7511.68
INE919H01018,Indian Metals,IMFA,533047,IMFA.NS,Ferrous Metals,Ferro & Silica Manganese,1383.8,7466.17
INE619B01017,Newgen Software,NEWGEN,540900,NEWGEN.NS,IT - Software,Computers - Software & Consulting,522.7,7449
INE900L01028,M B Agro Prod.,MBAPL,,MBAPL.NS,Fertilizers & Agrochemicals,Fertilizers,169.52,7427.26
INE07T201019,Restaurant Brand,RBA,543248,RBA.NS,Leisure Services,Restaurants,104.24,7418.96
INE0LRU01027,Aarti Pharma,AARTIPHARM,543748,AARTIPHARM.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,816.8,7406.73
INE517B01013,Tata Tele. Mah.,TTML,532371,TTML.NS,Telecom - Services,Telecom - Cellular & Fixed line services,37.78,7385.72
INE922K01024,INDIA SHELTE FIN,INDIASHLTR,544044,INDIASHLTR.NS,Finance,Housing Finance Company,675.25,7357.98
INE429E01023,Safari Inds.,SAFARI,523025,SAFARI.NS,Consumer Durables,Plastic Products - Consumer,1496.8,7333.92
INE2PB023011,RaajMarg Infra,RIIT,544734,RIIT.NS,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",121.91,7314.6
INE317F01035,NESCO,NESCO,505355,NESCO.NS,Commercial Services & Supplies,Diversified Commercial Services,1035.8,7298.24
INE884B01025,Kirl. Ferrous,KIRLFER,500245,KIRLFER.NS,Ferrous Metals,Pig Iron,441.2,7281.04
INE916U01025,Sheela Foam,SFL,540203,SFL.NS,Consumer Durables,"Furniture, Home Furnishing",664.95,7261.47
INE0UH301010,Omnitech Engg.,OMNI,544720,OMNI.NS,Industrial Manufacturing,Industrial Products,581,7185
INE02YR01019,Electronics Mart,EMIL,543626,EMIL.NS,Retailing,Diversified Retail,186.71,7183.64
INE314T01033,Gokul Agro,GOKULAGRO,539725,GOKULAGRO.NS,Agricultural Food & other Products,Edible Oil,242.8,7164.71
INE510W01014,Inox Green,INOXGREEN,543667,INOXGREEN.NS,Commercial Services & Supplies,Diversified Commercial Services,178.34,7160.21
INE00GO01025,Leap India,LEAPIND,544865,LEAPIND.NS,Commercial Services & Supplies,Diversified Commercial Services,162.02,7137.57
INE083K01017,Bengal & Assam,BENGALASM,533095,BENGALASM.NS,Finance,Non Banking Financial Company (NBFC),6256,7134.28
INE789E01012,JK Paper,JKPAPER,532162,JKPAPER.NS,"Paper, Forest & Jute Products",Paper & Paper Products,391.8,7104.07
INE0LZF01013,Waterways Leisur,CORDELIA,544802,CORDELIA.NS,Leisure Services,"Tour, Travel Related Services",978.4,7083.08
INE855B01025,Rain Industries,RAIN,500339,RAIN.NS,Chemicals & Petrochemicals,Petrochemicals,208.61,7016.6
INE546C01010,Piccadily Agro,PICCADIL,530305,PICCADIL.NS,Beverages,Breweries & Distilleries,709.8,6996.65
INE428V01029,Nephrocare Health Services,NEPHROPLUS,544647,NEPHROPLUS.NS,Healthcare Services,Healthcare Service Provider,694.1,6979.8
INE688A01022,Transport Corp.,TCI,532349,TCI.NS,Transport Services,Logistics Solution Provider,908.35,6978.96
INE278Y01022,Campus Activewe.,CAMPUS,543523,CAMPUS.NS,Consumer Durables,Footwear,228.15,6974.08
INE2Q7823014,Citius Transnet,CITIUSINVT,544753,CITIUSINVT.NS,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",114.31,6972.91
INE0RB801010,Senores Pharma.,SENORES,544319,SENORES.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1513.3,6969.29
INE786A01032,JK Lakshmi Cem.,JKLAKSHMI,500380,JKLAKSHMI.NS,Cement & Cement Products,Cement & Cement Products,559.45,6945.26
INE399C01030,Suprajit Engg.,SUPRAJIT,532509,SUPRAJIT.NS,Auto Components,Auto Components & Equipments,505.4,6933.04
INE0CJD01029,Knowledge Marine,KMEW,543273,KMEW.NS,Engineering Services,Dredging,2725.6,6913.3
INE18JU01028,GNG Electronics,EBGNG,544455,EBGNG.NS,IT - Hardware,Computers Hardware & Equipments,606.2,6911.38
INE021O01019,Dodla Dairy,DODLA,543306,DODLA.NS,Food Products,Dairy Products,1138.4,6867.72
INE221J01015,Sharda Cropchem,SHARDACROP,538666,SHARDACROP.NS,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,760.9,6864.88
INE340A01012,Birla Corpn.,BIRLACORPN,500335,BIRLACORPN.NS,Cement & Cement Products,Cement & Cement Products,889.25,6848.11
INE987S01020,KSH Internationa,KSHINTL,544664,KSHINTL.NS,Industrial Products,Cables - Electricals,1009.25,6838.24
INE555B01013,AXISCADES Tech.,AXISCADES,532395,AXISCADES.NS,Aerospace & Defense,Aerospace & Defense,1597.5,6794.73
INE0LXT01019,Redtape,REDTAPE,543957,REDTAPE.NS,Consumer Durables,Footwear,122.88,6792.9
INE419U01012,Happiest Minds,HAPPSTMNDS,543227,HAPPSTMNDS.NS,IT - Software,Computers - Software & Consulting,444.55,6769.38
INE460C01014,Ganesh Housing,GANESHHOU,526367,GANESHHOU.NS,Realty,"Residential, Commercial Projects",809.65,6751.44
INE011E01029,Balu Forge,BALUFORGE,531112,BALUFORGE.NS,Industrial Products,Castings & Forgings,555.4,6742.11
INE917M01012,Dilip Buildcon,DBL,540047,DBL.NS,Construction,Civil Construction,414.6,6734.96
INE050E01027,Balaji Amines,BALAMINES,530999,BALAMINES.NS,Chemicals & Petrochemicals,Specialty Chemicals,2078.2,6733.58
INE665J01013,V-Mart Retail,VMART,534976,VMART.NS,Retailing,Diversified Retail,838.85,6675.18
INE024001021,Aeroflex,AEROFLEX,543972,AEROFLEX.NS,Industrial Products,Iron & Steel Products,503,6656.24
INE647O01011,Aditya Bir. Fas.,ABFRL,535755,ABFRL.NS,Retailing,Speciality Retail,54.35,6633.47
INE177F01017,Kovai Medical,KOVAI,523323,KOVAI.NS,Healthcare Services,Hospital,6034.5,6601.74
INE921L01032,Powerica Ltd,POWERICA,544744,POWERICA.NS,Electrical Equipment,Heavy Electrical Equipment,518.3,6559.18
INE503A01015,DCB Bank,DCBBANK,532772,DCBBANK.NS,Banks,Private Sector Bank,203.59,6558.63
INE0Q7Q23015,NDR INVIT Trust,NDRINVIT,,NDRINVIT.NS,Commercial Services & Supplies,Diversified Commercial Services,142.5,6527.06
INE027A01015,R C F,RCF,524230,RCF.NS,Fertilizers & Agrochemicals,Fertilizers,118.16,6518.77
INE256C01024,Triven.Engg.Ind.,TRIVENI,532356,TRIVENI.NS,Agricultural Food & other Products,Sugar,295.28,6506.88
INE07RO01027,Supriya Lifesci.,SUPRIYA,543434,SUPRIYA.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,805.45,6482.49
INE274Y01021,Ajax Engineering,AJAXENGG,544356,AJAXENGG.NS,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,565.65,6471.42
INE544R01021,Greenlam Industr,GREENLAM,538979,GREENLAM.NS,Consumer Durables,Plywood Boards/ Laminates,253,6455.24
INE232I01014,SPARC,SPARC,532872,SPARC.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,196.71,6383.66
INE947A01014,Sunflag Iron,SUNFLAG,500404,SUNFLAG.NS,Industrial Products,Iron & Steel Products,353.85,6377.07
INE04VU01023,Seshaasai Tech.,STYL,544533,STYL.NS,Financial Technology (Fintech),Financial Technology (Fintech),392.55,6351.69
INE420C01059,Paisalo Digital,PAISALO,532900,PAISALO.NS,Finance,Non Banking Financial Company (NBFC),69.79,6347.55
INE074A01025,Praj Industries,PRAJIND,522205,PRAJIND.NS,Industrial Manufacturing,Industrial Products,344.35,6329.6
INE026A01025,G S F C,GSFC,500690,GSFC.NS,Fertilizers & Agrochemicals,Fertilizers,158.23,6305.11
INE0J5801029,Jeena Sikho,JSLL,544476,JSLL.NS,Leisure Services,Wellness,505.35,6281.54
INE078V01014,Vikram Solar,VIKRAMSOLR,544488,VIKRAMSOLR.NS,Electrical Equipment,Other Electrical Equipment,173.23,6277.06
INE439E01022,Skipper,SKIPPER,538562,SKIPPER.NS,Electrical Equipment,Heavy Electrical Equipment,554,6256.72
INE933K01021,Bajaj Consumer,BAJAJCON,533229,BAJAJCON.NS,Personal Products,Personal Care,478.35,6248.13
INE0DUT01020,Innova Captab,INNOVACAP,544067,INNOVACAP.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1088.5,6228.93
INE908D01010,Shakti Pumps,SHAKTIPUMP,531431,SHAKTIPUMP.NS,Industrial Products,"Compressors, Pumps & Diesel Engines",503.55,6213.7
INE010601016,Entero Healthcar,ENTERO,544122,ENTERO.NS,Retailing,Pharmacy Retail,1423.6,6195.94
INE542W01025,KPI Green Energy,KPIGREEN,542323,KPIGREEN.NS,Power,Power Generation,312.6,6179.23
INE454P01035,Transrail Light,TRANSRAILL,544317,TRANSRAILL.NS,Electrical Equipment,Heavy Electrical Equipment,460,6175.78
INE0GTI23014,Shrem InvIT,SHREMINVIT,,SHREMINVIT.NS,Construction,Civil Construction,101,6169.53
INE953L01027,Jana Small Finan,JSFB,544118,JSFB.NS,Banks,Other Bank,582.35,6158.5
INE416D01022,Bliss GVS Pharma,BLISSGVS,506197,BLISSGVS.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,579.1,6154.4
INE128X01021,Archean Chemical,ACI,543657,ACI.NS,Chemicals & Petrochemicals,Specialty Chemicals,497.85,6146.38
INE506W01020,Krishana Phosch.,KRISHANA,,KRISHANA.NS,Fertilizers & Agrochemicals,Fertilizers,198.41,6133.61
INE0ISX01025,Kusumgar,KUSUMGAR,544821,KUSUMGAR.NS,Textiles & Apparels,Other Textile Products,581.95,6109.97
INE136S01016,Neogen Chemicals,NEOGEN,542665,NEOGEN.NS,Chemicals & Petrochemicals,Specialty Chemicals,2230.1,6106.39
INE239C01020,Stylam Industrie,STYLAMIND,526951,STYLAMIND.NS,Consumer Durables,Plywood Boards/ Laminates,3601.7,6104.18
INE0QJW01029,Lohia Corp,LCL,544839,LCL.NS,Industrial Manufacturing,Industrial Products,577.15,6097.59
INE305A01023,Tour. Fin. Corp.,TFCILTD,526650,TFCILTD.NS,Finance,Financial Institution,130.99,6064.54
INE064A01026,Timex Group,TIMEX,500414,TIMEX.NS,Consumer Durables,"Gems, Jewellery And Watches",599.95,6056.5
INE191A01027,Orchid Pharma,ORCHPHARMA,524372,ORCHPHARMA.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1002.05,6000.8
INE955V01021,Arvind Fashions.,ARVINDFASN,542484,ARVINDFASN.NS,Retailing,Speciality Retail,448.35,5993.19
INE0NAZ01010,Smartworks Cowor,SMARTWORKS,544447,SMARTWORKS.NS,Commercial Services & Supplies,Diversified Commercial Services,523.25,5984.99
INE126M01010,Indiabulls,IBULLSLTD,533520,IBULLSLTD.NS,Commercial Services & Supplies,Diversified Commercial Services,25.58,5958.97
INE0M4D01010,Standard Engineering Technology,SETL,544333,SETL.NS,Industrial Manufacturing,Industrial Products,297.75,5939.86
INE285J01028,SIS,SIS,540673,SIS.NS,Other Consumer Services,Other Consumer Services,417.75,5904.1
INE007N01010,Fedbank Financi.,FEDFINA,544027,FEDFINA.NS,Finance,Non Banking Financial Company (NBFC),156.84,5881.76
INE353K01014,I T D C,ITDC,532189,ITDC.NS,Leisure Services,Hotels & Resorts,684.3,5869.2
INE887G01027,Gokaldas Exports,GOKEX,532630,GOKEX.NS,Textiles & Apparels,Garments & Apparels,797.6,5844.62
INE227J01012,Kalpat.,KALPATARU,544423,KALPATARU.NS,Realty,"Residential, Commercial Projects",283.45,5836.86
INE0J1F01024,Rashi Peripheral,RPTECH,544119,RPTECH.NS,IT - Hardware,Computers Hardware & Equipments,876.9,5823.12
INE091G01026,Jai Balaji Inds.,JAIBALAJI,532976,JAIBALAJI.NS,Ferrous Metals,Iron & Steel,63.57,5799.43
INE737H01014,Fiem Industries,FIEMIND,532768,FIEMIND.NS,Auto Components,Auto Components & Equipments,2198.8,5787.17
INE0GXK01018,V-Marc India,VMARCIND,,VMARCIND.NS,Industrial Products,Cables - Electricals,393.15,5760.6
INE0I7C01011,Latent View,LATENTVIEW,543398,LATENTVIEW.NS,IT - Software,Computers - Software & Consulting,278.1,5754.58
INE879I01012,Valor Estate,DBREALTY,533160,DBREALTY.NS,Realty,"Residential, Commercial Projects",106.08,5753.85
INE270A01029,Alok Industries,ALOKINDS,521070,ALOKINDS.NS,Textiles & Apparels,Other Textile Products,11.57,5744.78
INE599M01018,Just Dial,JUSTDIAL,535648,JUSTDIAL.NS,Retailing,Internet & Catalogue Retail,674.05,5732.73
INE055S01018,Cyient DLM,CYIENTDLM,543933,CYIENTDLM.NS,Aerospace & Defense,Aerospace & Defense,721.15,5724.73
INE386D01027,Shivalik Bimetal,SBCL,513097,SBCL.NS,Industrial Products,Iron & Steel Products,993.25,5721.54
INE258B01022,FDC,FDC,531599,FDC.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,348.6,5675.56
INE602W01027,Senco Gold,SENCO,543936,SENCO.NS,Consumer Durables,"Gems, Jewellery And Watches",345.4,5661.14
INE635Q01029,Gulf Oil Lubric.,GULFOILLUB,538567,GULFOILLUB.NS,Petroleum Products,Lubricants,1139.9,5648.83
INE559A01017,IFB Industries,IFBIND,505726,IFBIND.NS,Consumer Durables,Household Appliances,1393.2,5645.25
INE348A01023,Ashapura Minech.,ASHAPURMIN,527001,ASHAPURMIN.NS,Minerals & Mining,Industrial Minerals,590.25,5638.43
INE910A01012,Nirlon,NIRLON,500307,NIRLON.NS,Commercial Services & Supplies,Diversified Commercial Services,624.75,5630.25
INE679A01013,CSB Bank,CSBBANK,542867,CSBBANK.NS,Banks,Private Sector Bank,322.9,5601.86
INE858B01029,ISGEC Heavy,ISGEC,533033,ISGEC.NS,Construction,Civil Construction,755.1,5552.21
INE306A01021,Bajaj Hindusthan,BAJAJHIND,500032,BAJAJHIND.NS,Agricultural Food & other Products,Sugar,23.13,5529.61
INE279A01012,Universal Cables,UNIVCABLES,504212,UNIVCABLES.NS,Industrial Products,Cables - Electricals,1592.5,5525.24
INE045J01034,Fineotex Chem,FCL,533333,FCL.NS,Chemicals & Petrochemicals,Specialty Chemicals,47.43,5523.23
INE549A01026,Hind.Construct.,HCC,500185,HCC.NS,Construction,Civil Construction,21.03,5508.74
INE09VQ01012,Indigo Paints,INDIGOPNTS,543258,INDIGOPNTS.NS,Consumer Durables,Paints,1151.8,5497.85
INE162B01018,Lumax Industries,LUMAXIND,517206,LUMAXIND.NS,Auto Components,Auto Components & Equipments,5880,5497.8
INE348L01012,MAS FINANC SER,MASFIN,540749,MASFIN.NS,Finance,Non Banking Financial Company (NBFC),302.5,5488.96
INE0AG901020,Ceigall India,CEIGALL,544223,CEIGALL.NS,Construction,Civil Construction,314.35,5476.13
INE010A01011,Prism Johnson,PRSMJOHNSN,500338,PRSMJOHNSN.NS,Cement & Cement Products,Cement & Cement Products,107.97,5434.78
INE025B01025,Goldiam Intl.,GOLDIAM,526729,GOLDIAM.NS,Consumer Durables,"Gems, Jewellery And Watches",360.35,5425.33
INE570A01022,ION Exchange,IONEXCHANG,500214,IONEXCHANG.NS,Other Utilities,Water Supply & Management,368.65,5406.86
INE0BV301023,C.E. Info System,MAPMYINDIA,543425,MAPMYINDIA.NS,IT - Software,Software Products,983.9,5387.94
INE993A01026,Man Industries,MANINDS,513269,MANINDS.NS,Industrial Products,Iron & Steel Products,715.4,5366.18
INE395N01027,TVS Supply,TVSSCS,543965,TVSSCS.NS,Transport Services,Logistics Solution Provider,121.44,5358.22
INE087H01022,Sh.Renuka Sugar,RENUKA,532670,RENUKA.NS,Agricultural Food & other Products,Sugar,25.14,5351.02
INE694D01016,Vadilal Inds.,VADILALIND,519156,VADILALIND.NS,Food Products,Dairy Products,7417.5,5333.18
INE13B501022,Saatvik Green,SAATVIKGL,544526,SAATVIKGL.NS,Electrical Equipment,Other Electrical Equipment,418.95,5325.06
INE332A01027,Thomas Cook (I),THOMASCOOK,500413,THOMASCOOK.NS,Leisure Services,"Tour, Travel Related Services",113.17,5323.3
INE616Z01012,Yasho Industries,YASHO,541167,YASHO.NS,Chemicals & Petrochemicals,Specialty Chemicals,4400,5305.12
INE195J01029,PNC Infratech,PNCINFRA,539150,PNCINFRA.NS,Construction,Civil Construction,206.76,5304.2
INE483S01020,AvenuesAI,CCAVENUE,539807,CCAVENUE.NS,Financial Technology (Fintech),Financial Technology (Fintech),15.16,5288.41
INE759A01021,Mastek,MASTEK,523704,MASTEK.NS,IT - Software,Computers - Software & Consulting,1705.2,5286.53
INE218I01013,Canara Robeco,CRAMC,544580,CRAMC.NS,Capital Markets,Asset Management Company,264.7,5278.58
INE083A01026,Morepen Labs.,MOREPENLAB,500288,MOREPENLAB.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,96.01,5260.9
INE01JE01028,Marine Electric.,MARINE,,MARINE.NS,Industrial Manufacturing,Industrial Products,375.65,5257.01
INE597I01028,Sharda Motor,SHARDAMOTR,535602,SHARDAMOTR.NS,Auto Components,Auto Components & Equipments,913.1,5241.9
INE12F801023,Onemi Technology,KISSHT,544754,KISSHT.NS,Finance,Other Financial Services,310.95,5238.98
INE111Q01021,PDS,PDSL,538730,PDSL.NS,Textiles & Apparels,Trading - Textile Products,369.7,5229.79
INE323I01011,Puravankara,PURVA,532891,PURVA.NS,Realty,"Residential, Commercial Projects",219.36,5202.12
INE025R01021,Artemis Medicare,ARTEMISMED,542919,ARTEMISMED.NS,Healthcare Services,Hospital,326.1,5162.37
INE490G01020,MOIL,MOIL,533286,MOIL.NS,Minerals & Mining,Industrial Minerals,252.85,5145.12
INE337A01034,L G Balakrishnan,LGBBROSLTD,500250,LGBBROSLTD.NS,Auto Components,Auto Components & Equipments,1609,5131.49
INE320B01020,Centum Electron,CENTUM,517544,CENTUM.NS,Aerospace & Defense,Aerospace & Defense,3439,5076.66
INE183W23014,IRB InvIT Fund,IRBINVIT,540526,IRBINVIT.NS,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",64.15,5073.93
INE366I01010,VRL Logistics,VRLLOG,539118,VRLLOG.NS,Transport Services,Logistics Solution Provider,288.75,5051.31
INE0B9K01025,Bansal Wire Inds,BANSALWIRE,544209,BANSALWIRE.NS,Industrial Products,Iron & Steel Products,322.3,5045.8
INE459A01010,Bannari Amm.Sug.,BANARISUG,500041,BANARISUG.NS,Agricultural Food & other Products,Sugar,4019.7,5040.58
INE752H01013,CARE Ratings,CARERATING,534804,CARERATING.NS,Capital Markets,Ratings,1674.4,5038.92
INE186A01019,Gujarat Alkalies,GUJALKALI,530001,GUJALKALI.NS,Chemicals & Petrochemicals,Commodity Chemicals,684.25,5025.13
INE615P01015,Quess Corp,QUESS,539978,QUESS.NS,Commercial Services & Supplies,Diversified Commercial Services,335.85,5016.25
INE485C01029,IOL Chemicals,IOLCP,524164,IOLCP.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,169.52,4975.88
INE943D01017,MPS,MPSLTD,532440,MPSLTD.NS,Printing & Publication,Printing & Publication,2897.9,4957.09
INE255X01014,MSTC,MSTCLTD,542597,MSTCLTD.NS,Commercial Services & Supplies,Trading & Distributors,701.45,4938.21
